age,edu,gender,housing,income,job_occupation,past_bad_credit,married,loan_amount,debt_to_income,credit_history_years,default_label
29,high_school,male,own,36837.14,retired,0,1,8392.17,0.33,9.0,0
47,high_school,male,mortgage,22753.33,self_employed,0,0,7937.89,0.36,3.4,0
23,bachelor,male,mortgage,22303.5,salary_worker,1,0,14826.51,0.35,10.0,0
35,master,male,rent,21291.67,salary_worker,0,0,6729.94,0.46,7.4,0
42,high_school,male,rent,33073.78,salary_worker,0,1,7991.7,0.44,6.1,1
69,bachelor,female,mortgage,,salary_worker,0,1,8592.7,0.14,4.4,0
70,master,male,own,52905.62,self_employed,0,1,7807.77,0.38,9.8,0
28,bachelor,female,rent,17402.32,self_employed,0,0,15338.48,0.44,9.5,0
65,bachelor,female,rent,26809.56,self_employed,0,1,5615.35,0.6,3.7,0
25,bachelor,male,mortgage,21958.59,salary_worker,0,0,5132.41,0.16,3.1,0
58,bachelor,male,own,19873.51,salary_worker,0,0,4519.13,0.44,15.1,0
63,high_school,male,own,64702.56,salary_worker,0,0,2494.87,0.28,10.9,0
65,bachelor,female,mortgage,19978.77,salary_worker,0,1,18325.67,0.37,7.8,0
32,high_school,female,rent,21223.74,public_sector,1,0,4937.27,0.15,9.9,0
65,high_school,male,rent,18054.31,salary_worker,0,1,7106.55,0.34,5.6,0
26,high_school,male,own,24796.76,retired,0,0,19089.47,0.4,6.8,0
46,high_school,female,mortgage,23258.18,self_employed,0,0,7494.78,0.17,7.6,0
44,high_school,female,rent,14710.78,salary_worker,0,1,10752.81,0.6,11.4,0
36,bachelor,female,mortgage,20111.23,salary_worker,0,0,3709.58,0.06,1.8,0
22,master,male,rent,32027.78,salary_worker,0,0,17484.94,0.44,3.4,0
59,high_school,male,rent,38643.89,salary_worker,1,1,7578.88,0.01,2.6,0
37,bachelor,female,mortgage,24607.35,retired,0,0,4628.27,0.29,10.9,0
54,bachelor,female,rent,24997.91,public_sector,0,0,4626.41,0.43,7.1,1
41,high_school,female,rent,20693.03,public_sector,0,0,20526.8,0.47,3.8,0
39,high_school,female,mortgage,19416.94,self_employed,1,1,5869.96,0.32,6.6,0
65,high_school,male,own,16093.84,retired,0,1,4683.84,0.3,5.0,0
25,high_school,female,own,12082.43,retired,1,0,6385.67,0.44,1.8,0
57,high_school,male,mortgage,17745.71,salary_worker,0,0,8307.84,0.51,12.5,0
58,,male,rent,36564.16,salary_worker,0,0,8808.75,0.59,6.9,0
39,bachelor,male,mortgage,20110.8,salary_worker,0,1,10346.43,0.11,,0
34,high_school,male,rent,20832.96,salary_worker,0,0,9219.89,0.3,1.7,0
21,high_school,female,rent,20651.26,self_employed,0,0,11567.17,0.01,9.5,0
67,high_school,female,mortgage,42621.69,salary_worker,0,1,6974.32,0.09,1.7,0
68,bachelor,female,rent,16030.17,public_sector,0,0,25328.83,0.21,17.3,0
33,high_school,male,mortgage,27575.25,salary_worker,1,1,6194.13,0.5,0.6,0
22,bachelor,female,mortgage,23604.44,public_sector,0,0,17048.48,0.25,14.7,0
27,high_school,female,mortgage,25098.59,salary_worker,0,0,5828.66,0.29,7.4,0
24,high_school,female,rent,27172.42,salary_worker,0,0,3694.97,0.39,6.8,0
62,phd,female,rent,24977.34,retired,0,1,3239.26,0.22,9.9,0
65,high_school,male,mortgage,34782.16,salary_worker,0,1,9577.51,0.01,3.7,0
28,high_school,male,own,24024.61,public_sector,0,1,15353.17,0.21,10.6,0
58,high_school,male,mortgage,53368.15,retired,0,1,4302.44,0.32,10.9,0
29,phd,male,mortgage,24835.17,salary_worker,1,0,5000.92,0.42,7.5,1
39,bachelor,female,rent,11309.97,salary_worker,0,0,10020.32,0.3,8.5,0
50,bachelor,female,rent,32442.99,salary_worker,0,0,8091.76,0.42,15.2,0
56,phd,female,own,29040.41,salary_worker,1,0,5871.67,0.51,10.1,0
64,high_school,male,own,24702.14,student,1,1,4009.44,0.54,4.4,0
23,phd,male,rent,21659.36,public_sector,0,0,9604.54,0.37,10.5,0
30,high_school,female,own,9399.59,salary_worker,0,0,11604.08,0.14,5.3,0
35,bachelor,male,mortgage,,public_sector,0,0,10619.66,0.12,4.6,0
36,bachelor,female,own,51092.02,retired,0,0,8222.11,0.13,9.6,0
70,high_school,female,rent,18704.58,salary_worker,0,0,4534.01,0.15,3.5,0
59,master,male,mortgage,37591.35,salary_worker,0,1,9633.53,0.36,7.7,0
37,high_school,male,mortgage,11832.85,public_sector,0,0,9245.62,0.68,10.2,0
69,phd,male,mortgage,15197.92,public_sector,0,1,3935.26,0.38,15.1,0
45,high_school,male,rent,33037.17,salary_worker,1,0,6861.71,0.32,10.1,0
46,bachelor,female,mortgage,23245.68,self_employed,1,1,9912.35,0.51,,0
42,phd,male,mortgage,31006.44,salary_worker,0,1,7761.79,0.19,2.2,0
28,high_school,male,mortgage,24194.13,self_employed,0,0,2756.47,0.53,14.4,0
67,master,male,rent,22171.16,public_sector,0,1,5697.63,0.51,5.0,0
21,bachelor,female,rent,17925.51,salary_worker,0,0,5492.93,0.35,1.4,0
29,,male,own,14224.18,public_sector,0,0,11021.59,0.72,3.5,1
32,high_school,female,rent,45762.29,self_employed,0,0,33830.26,0.54,10.7,0
34,bachelor,female,rent,49280.76,public_sector,0,0,8722.67,0.35,8.0,0
27,bachelor,male,mortgage,15253.8,self_employed,0,0,4192.77,0.31,10.1,0
21,bachelor,male,rent,14811.58,salary_worker,0,0,7418.42,0.26,7.4,0
54,high_school,male,mortgage,20816.52,salary_worker,0,0,8150.62,0.32,3.1,0
69,high_school,male,own,28373.07,salary_worker,0,0,12284.92,0.32,0.4,0
27,master,female,mortgage,,public_sector,0,0,16045.23,0.28,4.2,0
35,high_school,male,rent,30478.72,public_sector,0,1,17414.52,0.3,8.0,0
46,bachelor,female,own,23809.45,salary_worker,1,1,10888.65,0.13,2.8,0
67,phd,male,own,23119.14,student,0,1,8099.55,0.24,11.4,0
55,high_school,female,mortgage,72105.49,public_sector,0,0,18322.24,0.05,3.5,0
59,high_school,male,rent,19219.07,salary_worker,0,0,6693.38,0.41,0.9,0
50,bachelor,male,rent,50918.22,salary_worker,1,1,8349.56,0.35,7.5,0
41,high_school,male,mortgage,46680.81,self_employed,0,0,7087.65,0.32,10.5,0
30,bachelor,female,rent,30541.51,salary_worker,0,0,2509.38,0.5,13.5,0
64,bachelor,female,own,10231.65,student,0,0,16308.9,0.18,1.1,0
61,bachelor,female,rent,24685.61,self_employed,0,1,11749.14,0.21,13.2,0
22,high_school,female,rent,19310.17,salary_worker,1,0,2200.62,0.07,8.2,0
56,bachelor,male,own,24564.09,salary_worker,0,1,14058.25,0.52,5.0,0
25,bachelor,female,own,15088.15,salary_worker,0,0,6857.58,0.45,10.2,0
57,high_school,male,own,34211.46,self_employed,1,0,13956.5,0.58,12.9,0
62,bachelor,female,own,37920.35,,0,1,8448.0,0.62,0.8,0
27,master,female,mortgage,41213.08,public_sector,0,0,3840.91,0.26,5.8,0
42,bachelor,male,mortgage,,public_sector,0,0,8221.39,0.21,5.3,0
27,bachelor,female,rent,15112.22,retired,0,0,4943.61,0.02,10.0,0
49,high_school,female,rent,28517.03,salary_worker,1,0,4135.71,0.14,13.3,0
67,,female,rent,53649.82,salary_worker,0,0,13054.21,0.28,7.8,0
25,high_school,female,mortgage,25115.12,public_sector,0,0,10050.22,0.01,6.3,0
40,high_school,male,own,29837.87,salary_worker,1,0,18465.56,0.15,9.3,0
69,phd,female,mortgage,21900.93,salary_worker,0,1,6522.99,0.33,6.6,0
36,high_school,female,own,19407.96,student,0,0,4771.44,0.5,0.0,0
27,master,male,own,32735.79,public_sector,0,0,11514.27,0.21,,0
45,high_school,male,mortgage,23208.41,retired,0,0,5122.89,0.36,11.4,0
46,high_school,male,own,29190.11,salary_worker,0,1,6832.14,0.68,11.8,0
54,high_school,female,own,,,0,0,10816.22,0.01,2.9,0
36,high_school,male,rent,,salary_worker,0,1,7560.78,0.54,9.9,0
68,master,female,own,31289.41,salary_worker,0,1,6193.14,0.41,13.6,0
47,phd,female,rent,16583.23,salary_worker,0,0,3746.34,0.57,17.6,0
35,master,male,mortgage,16134.04,retired,0,1,13565.57,0.51,9.4,0
69,high_school,male,own,23880.57,salary_worker,0,1,6616.79,0.22,11.4,0
67,master,male,rent,24140.53,self_employed,0,0,11383.85,0.34,3.5,0
45,high_school,male,rent,19244.0,retired,0,0,10586.09,0.08,3.0,0
22,master,female,own,27131.48,public_sector,0,0,14767.85,0.25,11.4,0
50,bachelor,male,mortgage,36632.75,,1,1,7118.39,0.35,0.0,0
48,,male,rent,41538.68,self_employed,1,0,6692.58,0.39,8.1,0
28,high_school,female,rent,45959.59,self_employed,0,0,4404.81,0.48,13.2,0
52,high_school,female,own,13471.6,salary_worker,1,0,6012.18,0.62,10.4,0
63,high_school,female,mortgage,14424.03,salary_worker,0,0,9775.55,0.26,10.3,0
26,master,male,mortgage,21368.21,self_employed,1,0,5169.96,0.55,7.3,1
57,master,female,rent,25238.58,public_sector,1,1,9640.06,0.39,5.9,0
28,phd,female,own,21866.52,student,0,0,75353.47,0.1,,0
58,high_school,male,mortgage,18983.25,salary_worker,0,0,6343.17,0.31,,0
41,bachelor,male,mortgage,,salary_worker,0,1,3932.76,0.36,10.9,0
21,high_school,female,own,30257.25,salary_worker,0,1,6455.12,0.19,7.6,0
69,bachelor,male,mortgage,13382.05,student,0,0,3705.36,0.15,5.2,0
29,high_school,male,own,69878.32,retired,0,0,16878.96,0.15,11.8,0
50,high_school,male,rent,,student,0,1,8490.2,0.24,6.3,0
30,bachelor,female,rent,39061.06,self_employed,0,0,5428.13,0.18,7.8,0
67,high_school,female,own,18750.91,salary_worker,1,1,5955.55,0.56,10.0,0
57,bachelor,male,rent,31522.51,self_employed,0,0,4229.49,0.01,8.3,0
61,bachelor,female,own,25464.51,salary_worker,0,1,14131.01,0.36,13.7,0
42,high_school,male,mortgage,35795.01,salary_worker,0,1,22258.03,0.44,2.2,0
44,master,female,mortgage,22261.39,salary_worker,0,0,3562.61,0.17,7.8,0
52,bachelor,male,rent,48932.82,salary_worker,1,0,14382.87,0.3,16.1,0
60,master,male,rent,12438.79,,0,0,7078.25,0.28,11.1,0
63,bachelor,male,mortgage,37317.52,retired,0,1,16270.68,0.33,6.7,0
21,bachelor,male,own,25678.87,public_sector,0,1,2955.42,0.46,10.7,0
54,bachelor,male,rent,15394.31,public_sector,0,1,9172.52,0.44,7.3,0
26,master,female,mortgage,58596.46,salary_worker,0,0,6474.69,0.23,13.4,0
35,bachelor,female,rent,55933.23,public_sector,0,0,11643.45,0.07,10.8,0
62,high_school,male,rent,9573.54,salary_worker,0,1,8380.21,0.37,4.0,1
33,high_school,male,mortgage,26358.68,salary_worker,0,0,8202.88,,8.5,0
60,bachelor,male,own,33441.34,salary_worker,0,0,7644.24,0.25,9.2,0
44,high_school,male,own,29695.99,salary_worker,0,0,19134.81,0.38,9.4,0
32,high_school,female,mortgage,48145.76,retired,0,0,7359.63,0.26,8.8,0
37,high_school,male,mortgage,,retired,0,0,13034.51,0.4,9.8,0
47,bachelor,male,rent,27428.4,salary_worker,0,1,11449.28,0.79,9.2,0
59,high_school,male,own,67825.71,self_employed,0,0,13211.53,0.46,4.6,0
51,bachelor,male,rent,37107.74,,1,0,4637.3,0.58,5.7,0
67,master,male,own,20782.44,salary_worker,0,1,11955.48,0.43,6.5,0
64,master,male,own,18985.74,public_sector,0,0,9752.49,0.35,7.9,0
58,high_school,female,own,42595.49,public_sector,1,1,4212.45,0.43,6.5,0
51,bachelor,male,rent,17037.47,public_sector,0,0,7209.7,0.43,11.9,0
35,bachelor,female,mortgage,20244.08,,0,0,28619.79,0.5,3.7,0
41,bachelor,female,own,21855.17,self_employed,0,1,6532.25,0.35,0.6,0
26,bachelor,female,mortgage,,salary_worker,0,0,6619.62,0.1,15.4,0
39,high_school,female,own,22313.42,,0,0,10382.64,0.08,4.2,0
67,phd,female,mortgage,13458.46,salary_worker,0,1,6018.07,0.42,11.9,0
42,high_school,male,own,41066.0,salary_worker,0,0,8753.85,0.14,9.9,0
26,master,male,own,20292.78,salary_worker,0,1,6330.28,0.46,4.4,0
53,bachelor,male,mortgage,60413.68,salary_worker,0,1,10110.32,0.58,7.0,0
69,high_school,female,mortgage,27911.54,public_sector,0,1,7831.91,0.3,6.4,0
64,bachelor,female,own,43055.42,salary_worker,0,1,23708.67,0.56,8.9,0
34,high_school,male,own,32334.42,salary_worker,0,0,8310.74,0.39,4.4,0
43,master,male,own,43992.54,student,0,0,7169.3,0.34,6.8,0
47,bachelor,male,own,31465.68,retired,0,0,14273.93,0.35,7.4,0
33,high_school,male,own,27060.38,salary_worker,0,0,3770.28,0.19,11.9,0
34,high_school,male,mortgage,39813.26,salary_worker,0,0,20546.53,0.17,5.9,0
32,bachelor,male,own,74509.91,salary_worker,0,0,4704.79,0.04,3.6,0
70,high_school,male,own,21559.92,student,0,1,15612.8,0.21,5.3,0
58,master,male,own,34811.99,salary_worker,0,1,18054.23,0.73,9.0,0
63,master,male,mortgage,24285.62,salary_worker,0,1,6068.13,0.07,0.4,0
61,bachelor,female,rent,30568.54,public_sector,0,1,6397.47,0.13,12.3,0
68,high_school,female,rent,24809.24,public_sector,0,1,7630.83,0.19,7.6,0
26,bachelor,female,rent,9218.94,salary_worker,0,0,11405.49,0.2,9.2,0
65,phd,male,mortgage,22245.97,salary_worker,0,0,4680.07,0.39,8.4,0
24,high_school,male,own,38169.8,salary_worker,0,0,7630.63,0.23,4.8,0
44,high_school,female,own,17251.55,salary_worker,0,0,6820.01,0.3,,1
50,high_school,male,rent,36843.18,salary_worker,0,0,4301.75,0.19,4.7,0
38,high_school,female,mortgage,26439.76,public_sector,0,0,4560.77,0.25,1.5,0
28,bachelor,female,own,22333.19,public_sector,0,0,8695.28,0.33,8.9,0
30,bachelor,male,own,36593.17,public_sector,0,0,8610.94,0.32,6.8,0
62,bachelor,female,rent,33072.72,,0,0,5323.11,0.7,1.4,0
36,high_school,female,rent,29414.59,self_employed,1,0,8464.05,0.33,5.0,0
36,high_school,male,rent,38451.58,salary_worker,0,0,5676.99,0.3,10.1,0
67,high_school,female,own,,public_sector,0,1,16628.94,0.01,12.7,0
28,master,male,own,11613.23,salary_worker,0,0,7656.88,0.38,2.4,0
66,bachelor,male,rent,20534.17,salary_worker,0,1,14818.69,0.01,16.1,0
67,high_school,male,own,10807.75,salary_worker,0,1,3193.97,0.44,3.7,0
50,master,male,rent,32722.37,public_sector,0,1,9677.14,0.37,0.7,0
29,high_school,female,own,36435.17,self_employed,0,0,11246.85,0.48,14.5,0
28,high_school,male,rent,37188.91,salary_worker,0,0,7511.3,0.23,3.3,1
35,high_school,female,rent,30336.07,self_employed,0,0,6024.75,0.34,13.6,0
49,phd,female,rent,37630.35,public_sector,0,1,7445.49,0.46,4.8,1
28,bachelor,male,mortgage,11974.43,salary_worker,0,0,12189.81,0.17,6.3,0
43,bachelor,female,mortgage,23192.75,salary_worker,0,0,4163.9,0.45,2.3,0
26,high_school,male,own,12878.16,public_sector,0,0,11911.62,0.44,12.6,0
48,high_school,female,rent,20717.87,public_sector,0,0,9653.74,0.32,12.1,0
22,bachelor,male,mortgage,50378.17,salary_worker,0,0,7020.32,0.62,4.9,0
56,high_school,female,mortgage,39813.32,salary_worker,0,1,7187.26,0.43,7.2,0
23,master,female,own,32794.9,student,0,0,8383.52,0.04,10.1,0
30,,male,rent,22432.61,salary_worker,1,0,20175.83,,5.6,0
29,bachelor,female,mortgage,,retired,0,0,9812.39,0.22,13.0,0
62,bachelor,male,mortgage,26480.46,public_sector,0,1,4824.77,0.48,7.1,0
23,phd,female,mortgage,40126.98,retired,1,0,6377.85,0.39,5.4,0
42,bachelor,male,own,29273.62,,0,0,4317.72,0.01,1.2,0
50,bachelor,male,own,11925.56,self_employed,1,0,2865.84,0.45,2.3,0
46,master,male,mortgage,,salary_worker,0,0,4276.22,0.3,9.9,0
55,high_school,male,rent,10290.77,salary_worker,0,0,8656.29,0.26,8.4,0
61,master,female,rent,34957.3,salary_worker,0,1,16328.65,0.26,10.8,0
40,high_school,male,mortgage,17821.24,salary_worker,0,0,14012.08,0.48,5.2,0
62,bachelor,male,rent,14039.01,salary_worker,1,1,4292.42,0.17,0.9,0
36,master,male,own,35174.22,self_employed,1,0,5225.43,0.54,5.5,0
70,bachelor,male,rent,31310.85,salary_worker,0,1,4835.42,0.07,15.7,0
46,bachelor,male,rent,27026.67,salary_worker,0,0,1958.85,0.39,3.6,0
57,bachelor,male,rent,65268.75,salary_worker,0,1,7389.37,0.48,7.4,0
64,high_school,female,own,32394.69,public_sector,0,1,12604.26,0.47,0.0,0
60,high_school,male,own,18210.79,salary_worker,0,1,7052.84,0.37,5.4,0
63,high_school,male,own,30749.89,public_sector,0,0,4034.76,0.3,5.8,0
47,bachelor,male,rent,21402.55,salary_worker,0,1,5090.69,0.24,8.8,0
23,bachelor,female,mortgage,43046.73,self_employed,0,0,6762.41,0.12,6.2,0
45,high_school,male,own,27623.99,public_sector,0,0,12377.32,0.22,1.4,0
30,master,male,mortgage,28881.76,self_employed,0,1,7327.94,0.17,4.8,0
65,,male,own,12720.04,public_sector,0,1,11489.63,0.14,6.7,0
32,bachelor,female,rent,25024.44,retired,0,0,7748.56,0.66,3.5,1
32,high_school,female,mortgage,23734.39,salary_worker,0,0,9230.18,0.03,4.1,0
33,high_school,female,mortgage,15353.58,salary_worker,0,0,4831.47,0.54,11.5,0
53,bachelor,female,rent,22033.61,retired,0,0,5556.84,0.12,5.0,0
49,bachelor,male,own,29616.55,public_sector,1,0,4061.49,,9.3,0
68,high_school,female,mortgage,24295.41,self_employed,0,1,11281.4,0.15,6.8,0
41,phd,male,rent,12894.49,salary_worker,0,0,6903.94,0.14,2.6,0
35,master,female,own,21526.77,salary_worker,0,0,1120.25,0.51,6.2,0
23,bachelor,female,rent,19720.0,retired,1,0,10557.96,0.45,8.7,0
21,master,male,rent,26557.86,public_sector,0,0,13846.36,0.3,14.4,0
39,master,male,mortgage,25298.23,salary_worker,0,0,5185.18,0.83,4.4,0
67,high_school,female,own,20227.01,salary_worker,0,1,10552.91,0.34,7.2,0
47,bachelor,female,mortgage,19874.67,public_sector,0,1,7220.29,0.35,11.1,0
65,bachelor,male,mortgage,25090.64,self_employed,0,1,2528.04,0.22,12.5,0
26,high_school,male,mortgage,37546.65,student,0,0,23721.38,0.2,4.9,0
25,high_school,female,own,27594.95,salary_worker,0,0,7244.18,0.24,6.9,0
62,high_school,male,own,46183.65,salary_worker,0,1,9052.34,0.49,12.0,0
26,bachelor,female,rent,40535.6,salary_worker,0,0,5747.24,0.44,9.5,0
23,master,male,own,47739.15,self_employed,0,0,6887.47,0.57,11.6,0
41,master,female,own,45065.96,salary_worker,1,1,8856.57,0.21,12.2,0
67,high_school,male,mortgage,49184.18,salary_worker,0,1,4566.96,0.45,9.7,0
55,high_school,male,own,14488.14,,0,1,20571.88,0.39,8.1,0
25,bachelor,female,rent,32576.35,salary_worker,1,0,12848.48,0.42,4.8,0
62,bachelor,female,mortgage,42118.58,public_sector,1,1,10767.16,0.18,6.5,0
63,master,female,mortgage,45686.69,salary_worker,0,1,7495.21,0.15,6.8,0
61,master,female,own,17208.81,salary_worker,0,1,5331.19,0.44,12.3,0
66,master,female,mortgage,32722.6,public_sector,0,1,14279.06,0.5,8.2,0
32,master,female,own,25180.91,salary_worker,0,0,11337.62,0.23,8.2,0
69,phd,male,mortgage,55892.03,self_employed,0,0,6504.94,0.45,3.5,0
37,bachelor,female,own,13039.24,retired,0,0,4462.72,0.56,12.3,0
61,high_school,male,own,17219.88,self_employed,0,1,3405.86,0.27,4.4,1
49,high_school,female,rent,10777.49,self_employed,1,0,8231.43,0.08,6.4,0
59,high_school,male,rent,25979.87,public_sector,1,1,7066.3,0.1,12.7,0
52,high_school,female,mortgage,67422.1,student,1,1,15554.32,0.22,11.0,1
53,high_school,male,own,23862.09,public_sector,0,0,13984.61,0.26,4.1,0
51,phd,female,rent,25475.31,salary_worker,0,0,8278.29,0.33,3.2,0
59,high_school,female,rent,31182.35,self_employed,0,0,7749.5,0.34,6.7,0
57,phd,male,own,23101.88,self_employed,0,0,4299.92,0.29,5.2,0
27,master,male,mortgage,28701.7,salary_worker,0,0,14523.71,0.46,1.6,0
62,bachelor,male,own,29041.91,salary_worker,0,1,7854.16,0.2,4.5,0
47,bachelor,female,mortgage,,public_sector,0,1,11303.92,0.57,0.0,0
37,high_school,female,mortgage,23334.28,salary_worker,1,0,15479.04,0.51,11.1,0
46,bachelor,male,own,33991.64,retired,0,0,5936.74,0.5,10.9,0
69,high_school,male,mortgage,36969.9,student,0,1,5139.17,0.22,13.1,0
63,master,male,rent,43666.03,salary_worker,0,0,31501.43,0.32,8.9,0
62,high_school,female,own,28309.32,salary_worker,0,0,11236.89,0.47,5.7,1
44,high_school,female,rent,28569.75,student,0,1,6951.9,0.3,11.6,0
60,bachelor,male,rent,34118.1,salary_worker,0,1,16025.6,0.21,4.7,0
40,bachelor,male,rent,18626.74,public_sector,0,1,6839.42,0.21,2.2,0
55,bachelor,female,rent,18286.15,salary_worker,0,1,9691.62,0.22,6.9,0
52,bachelor,male,mortgage,,salary_worker,0,0,5928.18,0.13,9.1,0
33,high_school,male,own,13714.95,salary_worker,1,1,8027.8,0.86,4.3,0
34,bachelor,female,mortgage,29234.52,salary_worker,0,1,6969.24,0.01,3.3,0
24,high_school,female,own,39030.04,retired,0,0,5358.64,0.16,5.8,0
27,high_school,male,own,17685.15,salary_worker,0,0,30415.19,0.45,9.1,0
42,high_school,female,rent,29608.51,salary_worker,0,0,5703.14,0.22,6.9,0
44,high_school,male,own,18340.94,public_sector,1,1,11123.25,0.28,18.0,0
29,,male,own,15406.44,student,0,1,6853.4,0.41,7.0,0
41,bachelor,female,mortgage,61390.01,salary_worker,0,0,3146.18,0.53,10.5,0
51,high_school,male,mortgage,15506.2,public_sector,0,0,11401.12,0.29,1.7,0
32,,female,rent,13688.43,salary_worker,0,0,11506.63,0.51,9.8,0
37,bachelor,female,own,26812.46,public_sector,0,0,27985.83,0.03,5.7,0
39,high_school,male,own,27469.58,public_sector,1,0,8182.45,0.23,7.5,0
46,bachelor,male,own,32867.99,retired,1,1,8962.7,0.43,14.2,0
39,phd,female,rent,59907.24,self_employed,0,0,10543.07,0.7,6.0,0
57,bachelor,male,mortgage,17159.23,student,0,0,14197.71,0.17,2.3,0
37,master,male,mortgage,18764.15,salary_worker,0,0,13717.94,0.13,2.9,0
42,high_school,male,own,50209.65,public_sector,0,0,9655.97,0.4,8.2,0
39,high_school,male,own,37145.79,public_sector,0,0,7957.45,0.35,8.0,0
30,bachelor,female,rent,34892.83,salary_worker,0,0,12880.43,0.21,7.8,0
55,master,female,mortgage,18667.87,retired,0,1,7777.35,0.12,2.4,0
32,master,male,rent,40402.61,public_sector,0,0,3987.65,0.25,15.6,0
35,high_school,female,rent,34941.56,retired,0,1,3548.66,0.43,13.4,0
60,master,male,rent,26510.38,salary_worker,1,1,6896.05,0.28,8.0,0
68,high_school,female,mortgage,18709.42,retired,0,0,38404.61,0.55,1.4,1
54,high_school,female,mortgage,25540.3,salary_worker,0,1,31559.06,0.32,13.8,0
66,high_school,female,rent,51114.28,student,0,1,7585.44,0.45,12.0,0
63,phd,female,rent,14879.13,salary_worker,0,1,8313.45,0.39,7.9,0
45,high_school,female,mortgage,16985.08,self_employed,0,0,6487.4,0.27,,0
59,master,male,own,18351.91,salary_worker,1,1,11388.32,0.49,5.5,0
37,bachelor,male,rent,20234.22,public_sector,1,1,9453.96,0.12,3.7,0
44,bachelor,female,mortgage,24171.23,salary_worker,0,1,5703.95,0.24,8.1,0
47,bachelor,female,rent,37472.29,retired,0,0,4645.7,0.27,1.3,0
69,master,male,own,29960.54,retired,0,1,6494.42,0.41,3.1,0
63,high_school,female,rent,25018.69,salary_worker,0,1,5095.67,0.45,9.7,0
45,,male,mortgage,27574.51,public_sector,0,1,7135.67,0.19,8.5,0
53,bachelor,male,mortgage,32234.61,,1,1,8758.8,0.17,2.0,0
31,high_school,male,own,11421.27,salary_worker,0,0,6150.84,0.35,5.9,0
61,high_school,male,mortgage,39427.27,salary_worker,0,1,18033.28,0.06,2.1,0
48,high_school,male,mortgage,16782.87,salary_worker,0,0,15331.54,0.52,5.5,1
